/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 66,356,800
  scalars                 : 18
  total                   : 103,056,978
Estimated FLOPs per token: 4.826822e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011199 | lrm: 0.00 | dt: 36298ms | tok/sec: 5,416 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 01255 (57.1%) | loss: 2.847228 | lrm: 0.47 | dt: 139ms | tok/sec: 1,411,154 | mfu: 68.8% | epoch: 1 | remaining: 129s    
step 01256 (57.1%) | loss: 2.850436 | lrm: 0.47 | dt: 137ms | tok/sec: 1,433,918 | mfu: 69.9% | epoch: 1 | remaining: 128s    
step 01257 (57.2%) | loss: 2.848947 | lrm: 0.47 | dt: 137ms | tok/sec: 1,436,661 | mfu: 70.1% | epoch: 1 | remaining: 128s    
step 01258 (57.2%) | loss: 2.847173 | lrm: 0.47 | dt: 136ms | tok/sec: 1,449,067 | mfu: 70.7% | epoch: 1 | remaining: 128s    
step 01259 (57.3%) | loss: 2.851514 | lrm: 0.47 | dt: 138ms | tok/sec: 1,424,636 | mfu: 69.5% | epoch: 1 | remaining: 128s    
step 01260 (57.3%) | loss: 2.851596 | lrm: 0.47 | dt: 139ms | tok/sec: 1,418,919 | mfu: 69.2% | epoch: 1 | remaining: 128s    
step 01261 (57.4%) | loss: 2.844019 | lrm: 0.47 | dt: 136ms | tok/sec: 1,442,524 | mfu: 70.4% | epoch: 1 | remaining: 128s    
step 01262 (57.4%) | loss: 2.846412 | lrm: 0.47 | dt: 137ms | tok/sec: 1,436,056 | mfu: 70.1% | epoch: 1 | remaining: 128s    
step 01263 (57.5%) | loss: 2.844743 | lrm: 0.47 | dt: 140ms | tok/sec: 1,402,913 | mfu: 68.4% | epoch: 1 | remaining: 127s    
step 01264 (57.5%) | loss: 2.843014 | lrm: 0.47 | dt: 136ms | tok/sec: 1,447,579 | mfu: 70.6% | epoch: 1 | remaining: 127s    
step 01265 (57.5%) | loss: 2.843121 | lrm: 0.47 | dt: 136ms | tok/sec: 1,442,191 | mfu: 70.4% | epoch: 1 | remaining: 127s    
step 01266 (57.6%) | loss: 2.840892 | lrm: 0.47 | dt: 136ms | tok/sec: 1,445,992 | mfu: 70.5% | epoch: 1 | remaining: 127s    
step 01267 (57.6%) | loss: 2.840615 | lrm: 0.47 | dt: 140ms | tok/sec: 1,400,449 | mfu: 68.3% | epoch: 1 | remaining: 127s    
step 01268 (57.7%) | loss: 2.843547 | lrm: 0.47 | dt: 136ms | tok/sec: 1,443,244 | mfu: 70.4% | epoch: 1 | remaining: 127s    
step 01269 (57.7%) | loss: 2.849536 | lrm: 0.47 | dt: 138ms | tok/sec: 1,423,839 | mfu: 69.5% | epoch: 1 | remaining: 127s    
step 01270 (57.8%) | loss: 2.859051 | lrm: 0.46 | dt: 136ms | tok/sec: 1,449,775 | mfu: 70.7% | epoch: 1 | remaining: 127s    
step 01271 (57.8%) | loss: 2.860442 | lrm: 0.46 | dt: 135ms | tok/sec: 1,456,368 | mfu: 71.0% | epoch: 1 | remaining: 126s    
step 01272 (57.9%) | loss: 2.859892 | lrm: 0.46 | dt: 138ms | tok/sec: 1,425,680 | mfu: 69.5% | epoch: 1 | remaining: 126s    
step 01273 (57.9%) | loss: 2.860546 | lrm: 0.46 | dt: 138ms | tok/sec: 1,425,365 | mfu: 69.5% | epoch: 1 | remaining: 126s    
step 01274 (58.0%) | loss: 2.853374 | lrm: 0.46 | dt: 138ms | tok/sec: 1,425,114 | mfu: 69.5% | epoch: 1 | remaining: 126s    
step 01275 (58.0%) | loss: 2.852195 | lrm: 0.46 | dt: 138ms | tok/sec: 1,420,462 | mfu: 69.3% | epoch: 1 | remaining: 126s    
step 01276 (58.1%) | loss: 2.853337 | lrm: 0.46 | dt: 138ms | tok/sec: 1,424,675 | mfu: 69.5% | epoch: 1 | remaining: 126s    
step 01277 (58.1%) | loss: 2.855573 | lrm: 0.46 | dt: 138ms | tok/sec: 1,429,100 | mfu: 69.7% | epoch: 1 | remaining: 126s    
step 01278 (58.1%) | loss: 2.854900 | lrm: 0.46 | dt: 136ms | tok/sec: 1,442,517 | mfu: 70.4% | epoch: 1 | remaining: 125s    
step 01279 (58.2%) | loss: 2.850619 | lrm: 0.46 | dt: 138ms | tok/sec: 1,428,115 | mfu: 69.7% | epoch: 1 | remaining: 125s    
step 01280 (58.2%) | loss: 2.849475 | lrm: 0.46 | dt: 135ms | tok/sec: 1,456,702 | mfu: 71.1% | epoch: 1 | remaining: 125s    
step 01281 (58.3%) | loss: 2.846922 | lrm: 0.46 | dt: 138ms | tok/sec: 1,424,129 | mfu: 69.5% | epoch: 1 | remaining: 125s    
step 01282 (58.3%) | loss: 2.849104 | lrm: 0.46 | dt: 138ms | tok/sec: 1,423,048 | mfu: 69.4% | epoch: 1 | remaining: 125s    
step 01283 (58.4%) | loss: 2.847533 | lrm: 0.46 | dt: 140ms | tok/sec: 1,400,402 | mfu: 68.3% | epoch: 1 | remaining: 125s    
step 01284 (58.4%) | loss: 2.847383 | lrm: 0.46 | dt: 136ms | tok/sec: 1,448,578 | mfu: 70.7% | epoch: 1 | remaining: 125s    
step 01285 (58.5%) | loss: 2.850471 | lrm: 0.46 | dt: 361ms | tok/sec: 545,353 | mfu: 26.6% | epoch: 1 | remaining: 124s    
step 01286 (58.6%) | loss: 2.846961 | lrm: 0.46 | dt: 131ms | tok/sec: 1,502,579 | mfu: 73.3% | epoch: 1 | remaining: 124s    
step 01287 (58.6%) | loss: 2.844790 | lrm: 0.46 | dt: 133ms | tok/sec: 1,476,264 | mfu: 72.0% | epoch: 1 | remaining: 124s    
step 01288 (58.7%) | loss: 2.842502 | lrm: 0.46 | dt: 137ms | tok/sec: 1,434,599 | mfu: 70.0% | epoch: 1 | remaining: 124s    
step 01289 (58.7%) | loss: 2.846285 | lrm: 0.46 | dt: 137ms | tok/sec: 1,439,043 | mfu: 70.2% | epoch: 1 | remaining: 124s    
step 01290 (58.8%) | loss: 2.845840 | lrm: 0.45 | dt: 137ms | tok/sec: 1,433,407 | mfu: 69.9% | epoch: 1 | remaining: 124s    
step 01291 (58.8%) | loss: 2.842477 | lrm: 0.45 | dt: 139ms | tok/sec: 1,419,506 | mfu: 69.2% | epoch: 1 | remaining: 123s    
step 01292 (58.9%) | loss: 2.843944 | lrm: 0.45 | dt: 136ms | tok/sec: 1,443,762 | mfu: 70.4% | epoch: 1 | remaining: 123s    
step 01293 (58.9%) | loss: 2.837731 | lrm: 0.45 | dt: 138ms | tok/sec: 1,425,397 | mfu: 69.5% | epoch: 1 | remaining: 123s    
step 01294 (58.9%) | loss: 2.834713 | lrm: 0.45 | dt: 137ms | tok/sec: 1,434,961 | mfu: 70.0% | epoch: 1 | remaining: 123s    
step 01295 (59.0%) | loss: 2.834069 | lrm: 0.45 | dt: 139ms | tok/sec: 1,418,741 | mfu: 69.2% | epoch: 1 | remaining: 123s    
step 01296 (59.0%) | loss: 2.827810 | lrm: 0.45 | dt: 138ms | tok/sec: 1,420,675 | mfu: 69.3% | epoch: 1 | remaining: 123s    
step 01297 (59.1%) | loss: 2.824270 | lrm: 0.45 | dt: 137ms | tok/sec: 1,437,706 | mfu: 70.1% | epoch: 1 | remaining: 123s    
step 01298 (59.1%) | loss: 2.826845 | lrm: 0.45 | dt: 138ms | tok/sec: 1,424,188 | mfu: 69.5% | epoch: 1 | remaining: 122s    
step 01299 (59.2%) | loss: 2.822384 | lrm: 0.45 | dt: 138ms | tok/sec: 1,428,600 | mfu: 69.7% | epoch: 1 | remaining: 122s    
step 01300 (59.2%) | loss: 2.823098 | lrm: 0.45 | dt: 135ms | tok/sec: 1,456,942 | mfu: 71.1% | epoch: 1 | remaining: 122s    
step 01301 (59.3%) | loss: 2.818496 | lrm: 0.45 | dt: 136ms | tok/sec: 1,441,029 | mfu: 70.3% | epoch: 1 | remaining: 122s    
step 01302 (59.3%) | loss: 2.817087 | lrm: 0.45 | dt: 138ms | tok/sec: 1,429,117 | mfu: 69.7% | epoch: 1 | remaining: 122s    
step 01303 (59.4%) | loss: 2.819839 | lrm: 0.45 | dt: 140ms | tok/sec: 1,404,332 | mfu: 68.5% | epoch: 1 | remaining: 122s    
step 01304 (59.4%) | loss: 2.817581 | lrm: 0.45 | dt: 140ms | tok/sec: 1,400,796 | mfu: 68.3% | epoch: 1 | remaining: 122s    
step 01305 (59.5%) | loss: 2.818044 | lrm: 0.45 | dt: 136ms | tok/sec: 1,446,964 | mfu: 70.6% | epoch: 1 | remaining: 122s    
step 01306 (59.5%) | loss: 2.815947 | lrm: 0.45 | dt: 136ms | tok/sec: 1,446,591 | mfu: 70.6% | epoch: 1 | remaining: 121s    
step 01307 (59.5%) | loss: 2.813211 | lrm: 0.45 | dt: 137ms | tok/sec: 1,434,370 | mfu: 70.0% | epoch: 1 | remaining: 121s    
step 01308 (59.6%) | loss: 2.815146 | lrm: 0.45 | dt: 134ms | tok/sec: 1,462,975 | mfu: 71.4% | epoch: 1 | remaining: 121s    
step 01309 (59.6%) | loss: 2.818160 | lrm: 0.45 | dt: 139ms | tok/sec: 1,412,568 | mfu: 68.9% | epoch: 1 | remaining: 121s    
step 01310 (59.7%) | loss: 2.813381 | lrm: 0.44 | dt: 138ms | tok/sec: 1,420,009 | mfu: 69.3% | epoch: 1 | remaining: 121s    
step 01311 (59.7%) | loss: 2.814146 | lrm: 0.44 | dt: 138ms | tok/sec: 1,426,934 | mfu: 69.6% | epoch: 1 | remaining: 121s    
step 01312 (59.8%) | loss: 2.808154 | lrm: 0.44 | dt: 138ms | tok/sec: 1,421,610 | mfu: 69.3% | epoch: 1 | remaining: 121s    
step 01313 (59.8%) | loss: 2.814672 | lrm: 0.44 | dt: 138ms | tok/sec: 1,429,501 | mfu: 69.7% | epoch: 1 | remaining: 120s    
step 01314 (59.9%) | loss: 2.821943 | lrm: 0.44 | dt: 138ms | tok/sec: 1,429,563 | mfu: 69.7% | epoch: 1 | remaining: 120s    
step 01315 (59.9%) | loss: 2.821202 | lrm: 0.44 | dt: 136ms | tok/sec: 1,441,125 | mfu: 70.3% | epoch: 1 | remaining: 120s    
step 01316 (60.0%) | loss: 2.828122 | lrm: 0.44 | dt: 137ms | tok/sec: 1,430,980 | mfu: 69.8% | epoch: 1 | remaining: 120s    
step 01317 (60.0%) | loss: 2.831251 | lrm: 0.44 | dt: 136ms | tok/sec: 1,447,881 | mfu: 70.6% | epoch: 1 | remaining: 120s    
step 01318 (60.0%) | loss: 2.835369 | lrm: 0.44 | dt: 138ms | tok/sec: 1,421,314 | mfu: 69.3% | epoch: 1 | remaining: 120s    
step 01319 (60.1%) | loss: 2.836786 | lrm: 0.44 | dt: 139ms | tok/sec: 1,414,866 | mfu: 69.0% | epoch: 1 | remaining: 120s    
step 01320 (60.1%) | loss: 2.832003 | lrm: 0.44 | dt: 138ms | tok/sec: 1,424,533 | mfu: 69.5% | epoch: 1 | remaining: 119s    
step 01321 (60.2%) | loss: 2.832525 | lrm: 0.44 | dt: 137ms | tok/sec: 1,436,734 | mfu: 70.1% | epoch: 1 | remaining: 119s    
step 01322 (60.2%) | loss: 2.831339 | lrm: 0.44 | dt: 137ms | tok/sec: 1,435,503 | mfu: 70.0% | epoch: 1 | remaining: 119s    
step 01323 (60.3%) | loss: 2.826450 | lrm: 0.44 | dt: 138ms | tok/sec: 1,420,288 | mfu: 69.3% | epoch: 1 | remaining: 119s    
step 01324 (60.3%) | loss: 2.823711 | lrm: 0.44 | dt: 135ms | tok/sec: 1,456,288 | mfu: 71.0% | epoch: 1 | remaining: 119s    
step 01325 (60.4%) | loss: 2.825947 | lrm: 0.44 | dt: 136ms | tok/sec: 1,444,834 | mfu: 70.5% | epoch: 1 | remaining: 119s    
step 01326 (60.4%) | loss: 2.830675 | lrm: 0.44 | dt: 137ms | tok/sec: 1,436,926 | mfu: 70.1% | epoch: 1 | remaining: 119s    
step 01327 (60.5%) | loss: 2.829862 | lrm: 0.44 | dt: 140ms | tok/sec: 1,405,878 | mfu: 68.6% | epoch: 1 | remaining: 118s    
step 01328 (60.5%) | loss: 2.826954 | lrm: 0.44 | dt: 138ms | tok/sec: 1,428,939 | mfu: 69.7% | epoch: 1 | remaining: 118s    
step 01329 (60.5%) | loss: 2.830622 | lrm: 0.44 | dt: 135ms | tok/sec: 1,452,891 | mfu: 70.9% | epoch: 1 | remaining: 118s    
step 01330 (60.6%) | loss: 2.830574 | lrm: 0.44 | dt: 137ms | tok/sec: 1,430,538 | mfu: 69.8% | epoch: 1 | remaining: 118s    
step 01331 (60.6%) | loss: 2.829081 | lrm: 0.43 | dt: 134ms | tok/sec: 1,463,398 | mfu: 71.4% | epoch: 1 | remaining: 118s    
step 01332 (60.7%) | loss: 2.829580 | lrm: 0.43 | dt: 137ms | tok/sec: 1,438,709 | mfu: 70.2% | epoch: 1 | remaining: 118s    
step 01333 (60.7%) | loss: 2.833959 | lrm: 0.43 | dt: 140ms | tok/sec: 1,407,810 | mfu: 68.7% | epoch: 1 | remaining: 118s    
step 01334 (60.8%) | loss: 2.835523 | lrm: 0.43 | dt: 139ms | tok/sec: 1,411,664 | mfu: 68.9% | epoch: 1 | remaining: 118s    
step 01335 (60.8%) | loss: 2.840262 | lrm: 0.43 | dt: 138ms | tok/sec: 1,428,189 | mfu: 69.7% | epoch: 1 | remaining: 117s    
step 01336 (60.9%) | loss: 2.840071 | lrm: 0.43 | dt: 137ms | tok/sec: 1,430,533 | mfu: 69.8% | epoch: 1 | remaining: 117s    
step 01337 (60.9%) | loss: 2.832585 | lrm: 0.43 | dt: 135ms | tok/sec: 1,453,355 | mfu: 70.9% | epoch: 1 | remaining: 117s    
step 01338 (61.0%) | loss: 2.830417 | lrm: 0.43 | dt: 139ms | tok/sec: 1,415,352 | mfu: 69.0% | epoch: 1 | remaining: 117s    
step 01339 (61.0%) | loss: 2.829095 | lrm: 0.43 | dt: 135ms | tok/sec: 1,451,224 | mfu: 70.8% | epoch: 1 | remaining: 117s    
step 01340 (61.1%) | loss: 2.822873 | lrm: 0.43 | dt: 138ms | tok/sec: 1,429,618 | mfu: 69.7% | epoch: 1 | remaining: 117s    
step 01341 (61.1%) | loss: 2.828189 | lrm: 0.43 | dt: 138ms | tok/sec: 1,427,650 | mfu: 69.6% | epoch: 1 | remaining: 117s    
step 01342 (61.1%) | loss: 2.827323 | lrm: 0.43 | dt: 139ms | tok/sec: 1,419,408 | mfu: 69.2% | epoch: 1 | remaining: 116s    
step 01343 (61.2%) | loss: 2.830602 | lrm: 0.43 | dt: 137ms | tok/sec: 1,433,978 | mfu: 70.0% | epoch: 1 | remaining: 116s    
step 01344 (61.2%) | loss: 2.823914 | lrm: 0.43 | dt: 138ms | tok/sec: 1,428,857 | mfu: 69.7% | epoch: 1 | remaining: 116s    
step 01345 (61.3%) | loss: 2.819463 | lrm: 0.43 | dt: 137ms | tok/sec: 1,439,103 | mfu: 70.2% | epoch: 1 | remaining: 116s    
step 01346 (61.3%) | loss: 2.816176 | lrm: 0.43 | dt: 136ms | tok/sec: 1,441,909 | mfu: 70.3% | epoch: 1 | remaining: 116s    
step 01347 (61.4%) | loss: 2.819410 | lrm: 0.43 | dt: 136ms | tok/sec: 1,448,558 | mfu: 70.7% | epoch: 1 | remaining: 116s    
step 01348 (61.4%) | loss: 2.821035 | lrm: 0.43 | dt: 139ms | tok/sec: 1,417,836 | mfu: 69.2% | epoch: 1 | remaining: 116s    
step 01349 (61.5%) | loss: 2.818381 | lrm: 0.43 | dt: 139ms | tok/sec: 1,415,699 | mfu: 69.1% | epoch: 1 | remaining: 115s    
step 01350 (61.5%) | loss: 2.820385 | lrm: 0.43 | dt: 138ms | tok/sec: 1,420,188 | mfu: 69.3% | epoch: 1 | remaining: 115s    
step 01351 (61.6%) | loss: 2.820943 | lrm: 0.43 | dt: 137ms | tok/sec: 1,430,915 | mfu: 69.8% | epoch: 1 | remaining: 115s    
step 01352 (61.6%) | loss: 2.819953 | lrm: 0.42 | dt: 137ms | tok/sec: 1,429,970 | mfu: 69.8% | epoch: 1 | remaining: 115s    
step 01353 (61.6%) | loss: 2.820481 | lrm: 0.42 | dt: 138ms | tok/sec: 1,429,746 | mfu: 69.7% | epoch: 1 | remaining: 115s    
step 01354 (61.7%) | loss: 2.825726 | lrm: 0.42 | dt: 135ms | tok/sec: 1,452,791 | mfu: 70.9% | epoch: 1 | remaining: 115s    
step 01355 (61.7%) | loss: 2.825761 | lrm: 0.42 | dt: 136ms | tok/sec: 1,450,193 | mfu: 70.7% | epoch: 1 | remaining: 115s    
step 01356 (61.8%) | loss: 2.825866 | lrm: 0.42 | dt: 136ms | tok/sec: 1,440,941 | mfu: 70.3% | epoch: 1 | remaining: 115s    
step 01357 (61.8%) | loss: 2.830422 | lrm: 0.42 | dt: 140ms | tok/sec: 1,408,806 | mfu: 68.7% | epoch: 1 | remaining: 114s    
step 01358 (61.9%) | loss: 2.824857 | lrm: 0.42 | dt: 140ms | tok/sec: 1,401,911 | mfu: 68.4% | epoch: 1 | remaining: 114s    
step 01359 (61.9%) | loss: 2.820487 | lrm: 0.42 | dt: 138ms | tok/sec: 1,420,856 | mfu: 69.3% | epoch: 1 | remaining: 114s    
step 01360 (62.0%) | loss: 2.818354 | lrm: 0.42 | dt: 137ms | tok/sec: 1,433,903 | mfu: 69.9% | epoch: 1 | remaining: 114s    
step 01361 (62.0%) | loss: 2.822793 | lrm: 0.42 | dt: 137ms | tok/sec: 1,436,221 | mfu: 70.1% | epoch: 1 | remaining: 114s    
step 01362 (62.1%) | loss: 2.821558 | lrm: 0.42 | dt: 135ms | tok/sec: 1,452,748 | mfu: 70.9% | epoch: 1 | remaining: 114s    
step 01363 (62.1%) | loss: 2.814800 | lrm: 0.42 | dt: 136ms | tok/sec: 1,449,176 | mfu: 70.7% | epoch: 1 | remaining: 114s    
step 01364 (62.2%) | loss: 2.812285 | lrm: 0.42 | dt: 138ms | tok/sec: 1,420,542 | mfu: 69.3% | epoch: 1 | remaining: 113s    
step 01365 (62.2%) | loss: 2.806108 | lrm: 0.42 | dt: 139ms | tok/sec: 1,414,961 | mfu: 69.0% | epoch: 1 | remaining: 113s    
step 01366 (62.2%) | loss: 2.809250 | lrm: 0.42 | dt: 139ms | tok/sec: 1,417,756 | mfu: 69.2% | epoch: 1 | remaining: 113s    
step 01367 (62.3%) | loss: 2.816299 | lrm: 0.42 | dt: 137ms | tok/sec: 1,432,013 | mfu: 69.9% | epoch: 1 | remaining: 113s    
step 01368 (62.3%) | loss: 2.816229 | lrm: 0.42 | dt: 137ms | tok/sec: 1,432,108 | mfu: 69.9% | epoch: 1 | remaining: 113s    
step 01369 (62.4%) | loss: 2.808916 | lrm: 0.42 | dt: 137ms | tok/sec: 1,432,966 | mfu: 69.9% | epoch: 1 | remaining: 113s    
step 01370 (62.4%) | loss: 2.812482 | lrm: 0.42 | dt: 136ms | tok/sec: 1,440,775 | mfu: 70.3% | epoch: 1 | remaining: 113s    
step 01371 (62.5%) | loss: 2.808264 | lrm: 0.42 | dt: 136ms | tok/sec: 1,442,999 | mfu: 70.4% | epoch: 1 | remaining: 112s    
step 01372 (62.5%) | loss: 2.804248 | lrm: 0.41 | dt: 136ms | tok/sec: 1,447,840 | mfu: 70.6% | epoch: 1 | remaining: 112s    
step 01373 (62.6%) | loss: 2.811036 | lrm: 0.41 | dt: 139ms | tok/sec: 1,410,577 | mfu: 68.8% | epoch: 1 | remaining: 112s    
step 01374 (62.6%) | loss: 2.811972 | lrm: 0.41 | dt: 137ms | tok/sec: 1,430,987 | mfu: 69.8% | epoch: 1 | remaining: 112s    
step 01375 (62.7%) | loss: 2.814001 | lrm: 0.41 | dt: 137ms | tok/sec: 1,436,413 | mfu: 70.1% | epoch: 1 | remaining: 112s    
step 01376 (62.7%) | loss: 2.816134 | lrm: 0.41 | dt: 137ms | tok/sec: 1,430,612 | mfu: 69.8% | epoch: 1 | remaining: 112s    
step 01377 (62.7%) | loss: 2.815975 | lrm: 0.41 | dt: 136ms | tok/sec: 1,447,109 | mfu: 70.6% | epoch: 1 | remaining: 112s    
step 01378 (62.8%) | loss: 2.823751 | lrm: 0.41 | dt: 139ms | tok/sec: 1,410,544 | mfu: 68.8% | epoch: 1 | remaining: 111s    
step 01379 (62.8%) | loss: 2.817987 | lrm: 0.41 | dt: 136ms | tok/sec: 1,449,439 | mfu: 70.7% | epoch: 1 | remaining: 111s    
step 01380 (62.9%) | loss: 2.822762 | lrm: 0.41 | dt: 137ms | tok/sec: 1,439,751 | mfu: 70.2% | epoch: 1 | remaining: 111s    
step 01381 (62.9%) | loss: 2.824718 | lrm: 0.41 | dt: 137ms | tok/sec: 1,430,977 | mfu: 69.8% | epoch: 1 | remaining: 111s    
step 01382 (63.0%) | loss: 2.822615 | lrm: 0.41 | dt: 138ms | tok/sec: 1,424,446 | mfu: 69.5% | epoch: 1 | remaining: 111s    
step 01383 (63.0%) | loss: 2.819168 | lrm: 0.41 | dt: 136ms | tok/sec: 1,447,851 | mfu: 70.6% | epoch: 1 | remaining: 111s    
step 01384 (63.1%) | loss: 2.818094 | lrm: 0.41 | dt: 136ms | tok/sec: 1,442,078 | mfu: 70.3% | epoch: 1 | remaining: 111s    
step 01385 (63.1%) | loss: 2.815553 | lrm: 0.41 | dt: 137ms | tok/sec: 1,438,701 | mfu: 70.2% | epoch: 1 | remaining: 111s    
step 01386 (63.2%) | loss: 2.818290 | lrm: 0.41 | dt: 140ms | tok/sec: 1,408,936 | mfu: 68.7% | epoch: 1 | remaining: 110s    
step 01387 (63.2%) | loss: 2.821253 | lrm: 0.41 | dt: 139ms | tok/sec: 1,417,529 | mfu: 69.1% | epoch: 1 | remaining: 110s    
step 01388 (63.2%) | loss: 2.822219 | lrm: 0.41 | dt: 140ms | tok/sec: 1,409,032 | mfu: 68.7% | epoch: 1 | remaining: 110s    
step 01389 (63.3%) | loss: 2.823727 | lrm: 0.41 | dt: 137ms | tok/sec: 1,439,156 | mfu: 70.2% | epoch: 1 | remaining: 110s    
step 01390 (63.3%) | loss: 2.822393 | lrm: 0.41 | dt: 136ms | tok/sec: 1,445,784 | mfu: 70.5% | epoch: 1 | remaining: 110s    
step 01391 (63.4%) | loss: 2.820628 | lrm: 0.41 | dt: 139ms | tok/sec: 1,417,222 | mfu: 69.1% | epoch: 1 | remaining: 110s    
step 01392 (63.4%) | loss: 2.824233 | lrm: 0.41 | dt: 135ms | tok/sec: 1,455,910 | mfu: 71.0% | epoch: 1 | remaining: 110s    
step 01393 (63.5%) | loss: 2.827222 | lrm: 0.40 | dt: 136ms | tok/sec: 1,448,471 | mfu: 70.7% | epoch: 1 | remaining: 109s    
step 01394 (63.5%) | loss: 2.824627 | lrm: 0.40 | dt: 140ms | tok/sec: 1,404,528 | mfu: 68.5% | epoch: 1 | remaining: 109s    
step 01395 (63.6%) | loss: 2.820876 | lrm: 0.40 | dt: 137ms | tok/sec: 1,431,084 | mfu: 69.8% | epoch: 1 | remaining: 109s    
step 01396 (63.6%) | loss: 2.822793 | lrm: 0.40 | dt: 138ms | tok/sec: 1,426,265 | mfu: 69.6% | epoch: 1 | remaining: 109s    
step 01397 (63.7%) | loss: 2.824818 | lrm: 0.40 | dt: 136ms | tok/sec: 1,441,911 | mfu: 70.3% | epoch: 1 | remaining: 109s    
step 01398 (63.7%) | loss: 2.825108 | lrm: 0.40 | dt: 137ms | tok/sec: 1,439,035 | mfu: 70.2% | epoch: 1 | remaining: 109s    
step 01399 (63.8%) | loss: 2.825055 | lrm: 0.40 | dt: 137ms | tok/sec: 1,440,194 | mfu: 70.3% | epoch: 1 | remaining: 109s    
step 01400 (63.8%) | loss: 2.820445 | lrm: 0.40 | dt: 135ms | tok/sec: 1,452,937 | mfu: 70.9% | epoch: 1 | remaining: 108s    
step 01401 (63.8%) | loss: 2.818314 | lrm: 0.40 | dt: 142ms | tok/sec: 1,384,026 | mfu: 67.5% | epoch: 1 | remaining: 108s    
step 01402 (63.9%) | loss: 2.814017 | lrm: 0.40 | dt: 136ms | tok/sec: 1,446,751 | mfu: 70.6% | epoch: 1 | remaining: 108s    
step 01403 (63.9%) | loss: 2.815522 | lrm: 0.40 | dt: 140ms | tok/sec: 1,409,102 | mfu: 68.7% | epoch: 1 | remaining: 108s    
step 01404 (64.0%) | loss: 2.815316 | lrm: 0.40 | dt: 137ms | tok/sec: 1,439,915 | mfu: 70.2% | epoch: 1 | remaining: 108s    
step 01405 (64.0%) | loss: 2.815308 | lrm: 0.40 | dt: 137ms | tok/sec: 1,435,883 | mfu: 70.0% | epoch: 1 | remaining: 108s    
step 01406 (64.1%) | loss: 2.809084 | lrm: 0.40 | dt: 138ms | tok/sec: 1,423,438 | mfu: 69.4% | epoch: 1 | remaining: 108s    
step 01407 (64.1%) | loss: 2.808809 | lrm: 0.40 | dt: 139ms | tok/sec: 1,411,674 | mfu: 68.9% | epoch: 1 | remaining: 108s    
step 01408 (64.2%) | loss: 2.802883 | lrm: 0.40 | dt: 136ms | tok/sec: 1,444,558 | mfu: 70.5% | epoch: 1 | remaining: 107s    
step 01409 (64.2%) | loss: 2.802430 | lrm: 0.40 | dt: 137ms | tok/sec: 1,431,312 | mfu: 69.8% | epoch: 1 | remaining: 107s    
step 01410 (64.3%) | loss: 2.800918 | lrm: 0.40 | dt: 136ms | tok/sec: 1,446,883 | mfu: 70.6% | epoch: 1 | remaining: 107s    
step 01411 (64.3%) | loss: 2.796631 | lrm: 0.40 | dt: 138ms | tok/sec: 1,426,539 | mfu: 69.6% | epoch: 1 | remaining: 107s    
step 01412 (64.3%) | loss: 2.799297 | lrm: 0.40 | dt: 137ms | tok/sec: 1,437,994 | mfu: 70.1% | epoch: 1 | remaining: 107s    
step 01413 (64.4%) | loss: 2.801908 | lrm: 0.40 | dt: 138ms | tok/sec: 1,428,221 | mfu: 69.7% | epoch: 1 | remaining: 107s    
step 01414 (64.4%) | loss: 2.801625 | lrm: 0.39 | dt: 137ms | tok/sec: 1,431,964 | mfu: 69.9% | epoch: 1 | remaining: 107s    
step 01415 (64.5%) | loss: 2.799225 | lrm: 0.39 | dt: 138ms | tok/sec: 1,427,361 | mfu: 69.6% | epoch: 1 | remaining: 106s    
step 01416 (64.5%) | loss: 2.801575 | lrm: 0.39 | dt: 136ms | tok/sec: 1,445,617 | mfu: 70.5% | epoch: 1 | remaining: 106s    
step 01417 (64.6%) | loss: 2.807573 | lrm: 0.39 | dt: 136ms | tok/sec: 1,441,558 | mfu: 70.3% | epoch: 1 | remaining: 106s    
step 01418 (64.6%) | loss: 2.801453 | lrm: 0.39 | dt: 139ms | tok/sec: 1,409,519 | mfu: 68.8% | epoch: 1 | remaining: 106s    
step 01419 (64.7%) | loss: 2.797941 | lrm: 0.39 | dt: 140ms | tok/sec: 1,405,121 | mfu: 68.5% | epoch: 1 | remaining: 106s    
